access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,maximum_vehicle_class,open_date,owner_type_code,related_stations,restricted_access,status_code,funding_sources,facility_type,station_name,station_phone,updated_at,geocode_status,latitude,longitude,city,country,intersection_directions,plus4,state,street_address,zip,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_has_rng,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_workplace_charging,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_has_rng,lng_renewable_source,lng_vehicle_class,lpg_nozzle_types,lpg_primary,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blended_with_biodiesel,rd_blends,rd_blends_fr,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_charging_units,ev_network_ids,federal_agency
public,24 hours daily,,,2026-08-31,,ELEC,Public,389365,,2025-04-04,,[],False,E,,,IN-N-OUT EUCLID 04,888-758-4389,2026-08-31T02:51:13Z,GPS,33.838728,-117.941001,Anaheim,US,Front parking,,CA,540 N Euclid St,92801,,,,,,,,,,,,"['J1772COMBO', 'TESLA']",1.0,,,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': 125.0, 'port_count': 1}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 125.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}]","{'station': ['USCPIL17279921'], 'posts': ['27178361']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,389366,,2025-04-04,,[],False,E,,,IN-N-OUT EUCLID 05,888-758-4389,2026-08-31T02:51:13Z,GPS,33.838732,-117.941075,Anaheim,US,Front parking,,CA,540 N Euclid St,92801,,,,,,,,,,,,"['J1772COMBO', 'TESLA']",1.0,,,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': 125.0, 'port_count': 1}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 125.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}]","{'station': ['USCPIL17280021'], 'posts': ['27178471']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,389525,,2025-04-08,,[],False,E,,,IN-N-OUT EUCLID 02,888-758-4389,2026-08-31T02:51:15Z,GPS,33.838429,-117.940668,Anaheim,US,S. Parking Lot,,CA,540 N Euclid St,92801,,,,,,,,,,,,"['J1772COMBO', 'TESLA']",1.0,,,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': 125.0, 'port_count': 1}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 125.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}]","{'station': ['USCPIL17283311'], 'posts': ['27182411']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,389526,,2025-04-08,,[],False,E,,,IN-N-OUT EUCLID 03,888-758-4389,2026-08-31T02:51:16Z,GPS,33.838432,-117.940698,Anaheim,US,S. Parking Lot,,CA,540 N Euclid St,92801,,,,,,,,,,,,"['J1772COMBO', 'TESLA']",1.0,,,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': 125.0, 'port_count': 1}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 125.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}]","{'station': ['USCPIL17283411'], 'posts': ['27182521']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,389956,,2025-04-16,,[],False,E,,,CSU FULLERTON S10- 27,888-758-4389,2026-08-31T02:21:03Z,GPS,33.888603,-117.887273,Fullerton,US,,,CA,2559 Yorba Linda Blvd,92831,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL13796001'], 'posts': ['23218201', '23218211']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,390059,,2025-04-17,,[],False,E,,,SGWS EV-10,888-758-4389,2026-08-31T02:50:36Z,GPS,33.875807,-118.029694,La Mirada,US,,,CA,17101 Valley View Avenue,90638,,,,,,,,,,,,"['J1772', 'TESLA']",,,2.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 7.7, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': 7.7, 'port_count': 1}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 7.7, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': 7.7, 'port_count': 1}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL17242001'], 'posts': ['27132641', '27132651']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,390060,,2025-04-17,,[],False,E,,,SGWS EV-9,888-758-4389,2026-08-31T02:50:36Z,GPS,33.875812,-118.029742,La Mirada,US,,,CA,17101 Valley View Avenue,90638,,,,,,,,,,,,"['J1772', 'TESLA']",,,2.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 7.7, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': 7.7, 'port_count': 1}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 7.7, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': 7.7, 'port_count': 1}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL17242031'], 'posts': ['27132671', '27132681']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,390061,,2025-04-17,,[],False,E,,,SGWS EV-8,888-758-4389,2026-08-31T02:50:36Z,GPS,33.875806,-118.029866,La Mirada,US,,,CA,17101 Valley View Avenue,90638,,,,,,,,,,,,"['J1772', 'TESLA']",,,2.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 9.6, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': 9.6, 'port_count': 1}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 9.6, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': 9.6, 'port_count': 1}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL17242061'], 'posts': ['27132711', '27132721']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,390062,,2025-04-17,,[],False,E,,,SGWS EV-7,888-758-4389,2026-08-31T02:50:37Z,GPS,33.875796,-118.029952,La Mirada,US,,,CA,17101 Valley View Avenue,90638,,,,,,,,,,,,"['J1772', 'TESLA']",,,2.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 9.6, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': 9.6, 'port_count': 1}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 9.6, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': 9.6, 'port_count': 1}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL17242081'], 'posts': ['27132741', '27132751']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,390191,,2025-04-18,,[],False,E,,,Hampton Inn Suites Buena Park,949-945-2000,2026-08-31T04:47:42Z,GPS,33.8739468,-118.0058722,Buena Park,US,,,CA,7307 Artesia Blvd,90621,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",8.0,,,EVGATEWAY,https://evgateway.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'EVGATEWAY', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 60.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}, {'network': 'EVGATEWAY', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 60.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}, {'network': 'EVGATEWAY', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 60.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}, {'network': 'EVGATEWAY', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': 60.0, 'port_count': 1}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}, {'network': 'EVGATEWAY', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 60.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}, {'network': 'EVGATEWAY', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': 60.0, 'port_count': 1}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}, {'network': 'EVGATEWAY', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 60.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}, {'network': 'EVGATEWAY', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 60.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}]","{'station': ['426ba73c-1059-4f56-aec6-e6dcab0426e5'], 'posts': ['1b44b49f-e332-4237-a05c-d0fe067e3bdf', '5ab54ef7-cd09-4d67-8dc7-cbc0fade3880', '5f6d45e5-45f6-483f-bf55-05d98ca3b0ce', '863465fa-eca8-4a2c-97af-ad0d4c715cad', '9a19ff68-102f-4ea7-bbeb-ec31d8524ec3', 'b050fa6a-b3a9-4e3f-9cd4-fe4650a75a15', 'c56e605a-20d5-423a-a43f-b0c59cfb1630', 'd08450bf-c3bb-4120-8975-4cb2c0415207']}",
